LIMIT,SEX,EDUCATION,MARRIAGE,AGE,STATUS_JAN,STATUS_FEB,STATUS_MAR,STATUS_APR,STATUS_MAY,STATUS_JUN,BILL_JAN,BILL_FEB,BILL_MAR,BILL_APR,BILL_MAY,BILL_JUN,PAY_JAN,PAY_FEB,PAY_MAR,PAY_APR,PAY_MAY,PAY_JUN,DEFAULTED
6000,1,1,2,41,-1,-1,-1,0,-1,-1,32.112,-0.576,199.776,140.928,552.48,56.808,0,200.352,0,552.48,56.808,74.808,1
9100,1,1,2,43,1,2,2,-2,-2,-2,196.824,189.168,-0.048,-0.048,-0.048,-0.048,0.936,0,0,0,0,0,1
7200,1,1,1,42,-1,0,0,-1,0,0,287.352,1484.016,603.48,903.984,466.872,251.808,503.496,120,904.224,211.392,48,65.016,1
4300,2,3,1,39,2,2,2,2,2,0,243.816,304.536,292.392,335.496,326.904,355.416,65.04,0,48,0,48,48,1
3400,1,2,1,30,0,0,0,0,0,0,3220.872,3055.656,2579.904,1661.232,1696.848,1734.408,120,84,64.8,62.4,65.808,64.8,1
500,1,2,2,25,1,2,2,0,0,0,148.176,181.032,174.12,93.288,141.288,0,48,0.672,0,48,0,0,1
4300,1,2,2,26,0,0,0,0,0,0,134.184,158.856,253.776,185.592,163.056,131.688,27.024,97.944,5.76,12.096,4.056,1.488,1
12000,1,1,2,36,-2,-2,-2,-2,-2,-2,1082.544,1950.336,434.928,653.496,515.088,669.864,1960.56,437.4,656.76,517.68,673.2,417.528,1
3100,1,3,2,43,1,-1,-1,-2,-1,-1,24.432,153.048,-0.048,22.44,119.64,29.088,154.392,0.048,22.488,119.76,29.16,229.104,1
6200,2,1,1,44,-1,2,2,-1,-1,-2,29.16,20.544,6.984,19.272,2.352,10.344,0,6.984,19.272,2.352,10.344,26.496,1
8600,2,1,2,25,0,0,0,0,0,-2,6716.304,4066.224,1651.44,307.2,0,0,168.096,43.032,66.168,0,0,0,1
7000,2,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
8600,1,1,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,2,2,2,23,-1,-1,-1,0,-1,-1,18.72,0,18.72,9.36,9.36,12,0,18.72,0,9.36,12,439.2,1
8600,1,1,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,2,3,2,30,-2,-2,-2,-2,-2,-2,10.944,231.936,82.08,60.648,0,0,231.936,82.08,62.688,0,0,0,1
3800,2,1,2,26,0,0,0,-1,-1,-1,52.752,267.72,0,295.56,0,284.52,219.72,0,295.56,0,284.52,0,1
3400,2,3,2,57,2,0,0,0,0,0,3163.08,3217.992,3008.64,2383.512,2174.952,2218.2,161.832,130.104,94.224,78.96,79.44,82.176,1
700,2,2,1,67,2,2,0,0,2,2,728.976,696.912,665.688,707.976,722.976,644.52,0,36,52.368,28.8,0,55.248,1
3400,2,1,2,31,-1,2,-1,-1,-1,-1,15.648,7.824,7.824,7.824,11.424,7.824,0,7.824,7.824,11.424,7.824,7.824,1
1400,1,2,2,27,1,2,0,0,2,2,1040.544,1017.144,1119.912,1197.048,1217.616,1194.336,0,120,96,43.2,0,48,1
4300,1,3,1,54,0,0,0,0,0,0,3592.752,3294.24,2988,2674.32,2356.368,2030.352,116.016,104.904,92.376,81.72,69.288,57.648,1
5500,2,2,2,52,2,-1,2,0,-1,-1,31.008,94.632,47.76,35.976,14.232,61.272,94.824,0.024,0.216,14.256,61.44,90.216,1
500,2,1,2,22,2,2,2,2,2,2,389.592,493.128,493.008,469.728,490.488,479.856,129.192,15.84,0,36.912,0,63.792,1
5300,1,3,1,30,0,0,0,0,2,0,3890.52,4094.208,4175.256,4392.72,4353.24,4178.568,240,120.312,255.024,1.248,126.12,101.328,1
3400,2,3,2,24,1,2,2,2,0,0,1029.528,1097.736,1115.232,1090.128,1112.904,1135.128,91.704,42.6,0,43.992,44.4,48,1
500,1,3,1,33,2,0,0,0,0,-2,492,389.688,503.04,165.936,24.408,18.72,52.584,24,0,24.408,18.72,153.12,1
1400,2,3,1,34,0,0,0,2,0,0,238.272,270.264,308.472,296.448,304.872,320.112,36,50.16,0,16.8,24,33.6,1
6700,2,2,1,56,0,0,0,0,0,0,6820.896,6816.984,6801.504,5119.056,5121.216,5126.496,246.264,408.072,183.768,186,188.664,193.992,1
700,2,3,1,55,2,0,0,0,0,0,702.672,729.432,714.84,729.048,723.72,746.352,38.4,38.04,33.048,27.72,62.4,0,1
5800,1,2,2,43,-1,-1,-1,-1,-1,-1,6.984,6.984,6.984,6.984,6.984,6.984,6.984,6.984,6.984,6.984,6.984,6.984,1
3600,2,2,1,44,-1,-1,-1,-1,-1,-1,9.36,122.496,247.632,138.6,346.584,18.72,122.496,247.632,248.52,346.584,18.72,1606.8,1
1200,2,1,2,25,1,2,2,2,2,2,1129.296,1152.192,1173.912,1196.328,1220.16,1188.048,48,48,48,45.6,45.6,38.4,1
9800,2,2,1,41,0,0,0,0,0,0,8508.144,8727.984,8874.624,8850.696,8864.592,8833.032,350.4,372,336,325.92,336,456,1
8600,1,2,1,41,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
5000,2,3,2,46,1,2,0,0,-1,-1,139.584,133.896,481.896,415.416,55.44,5.784,0.312,415.416,0,55.44,5.784,96,1
700,2,2,2,24,0,0,2,2,2,0,581.712,647.904,630.456,665.616,651.624,676.776,83.088,0,52.8,0,36,36,1
500,2,2,1,35,1,2,2,3,2,0,447.552,433.464,504.816,490.056,462.936,470.4,0,79.008,0,0,18.744,16.824,1
1900,1,2,1,54,0,0,0,0,0,0,1847.088,1907.112,1914.264,726.864,717.552,728.736,96,84,26.4,26.4,28.8,24,1
3600,2,2,2,37,0,0,0,0,0,0,1931.112,1980.312,2022.504,1051.968,815.112,831.312,80.352,83.76,33.648,29.592,29.76,30.816,1
3400,2,3,1,54,1,-2,-2,-2,-2,-2,-3.6,-3.6,-3.6,-3.6,-3.6,-3.6,0,0,0,0,0,0,1
4800,2,2,2,40,2,0,0,0,0,0,4236.048,4231.128,3907.824,3844.464,3887.16,3656.664,192,175.2,144,144,144,144,1
500,1,2,2,30,1,2,4,3,2,2,479.448,512.616,493.944,476.64,472.56,41.64,48,0,0,0,12,0,1
1200,2,2,2,23,0,0,0,2,2,2,1129.272,1148.04,1226.616,1241.112,1265.712,1170.936,44.208,98.784,48,46.8,0,45.24,1
5500,2,2,1,34,0,0,0,0,0,0,5623.872,5621.064,3776.28,3728.04,3682.248,3612.336,213.912,130.776,128.136,128.88,106.44,106.368,1
2400,2,2,1,35,2,0,0,2,2,0,2372.28,2286.36,2365.704,2383.728,2319.864,2302.824,110.4,192.048,96.072,0.048,96.12,96,1
5800,1,2,1,32,2,2,2,0,0,0,3058.032,3262.608,3183.36,3247.68,3324.552,3398.832,249.6,0,108,120,120,120,1
1700,2,1,2,31,2,2,7,7,7,7,57.6,57.6,57.6,57.6,57.6,57.6,0,0,0,0,0,0,1
4300,2,2,2,42,2,2,2,2,2,2,1210.08,1243.632,1256.928,1270.008,1298.952,1324.224,60,48,48,52.8,50.4,52.8,1
3400,2,1,2,28,0,0,2,0,0,0,223.32,326.736,314.472,337.848,364.536,390.6,115.2,0,36,36,36,36,1
3400,2,2,1,29,0,0,0,0,0,0,1962.336,2209.704,1050.648,547.344,303.432,712.968,484.008,120,691.2,48,480.168,240.216,1
4300,1,2,2,25,2,2,2,0,0,0,240.528,308.328,296.424,296.4,302.592,309.408,72,0,12,10.92,11.784,12,1
2200,2,2,1,55,2,2,0,0,0,0,1967.952,2008.176,1941.36,757.56,793.176,544.656,96.072,72,72,72,48,48,1
500,1,2,1,30,-1,-1,0,0,-1,-1,30.264,68.04,60.528,30.264,30.264,22.32,68.04,24,0,30.264,22.32,12.96,1
6500,2,2,2,34,-1,-1,-1,-1,-1,-1,9.144,81.024,70.992,99.696,141.24,75.096,81.744,71.592,100.128,141.888,75.432,0,1
8200,2,3,2,44,0,0,0,0,0,0,3428.064,3483,3520.368,3609.768,3548.832,3584.376,168,132,144.648,127.872,129.36,145.128,1
5000,2,2,1,29,0,0,0,0,0,0,5035.368,2967.936,1232.472,1043.64,1074.816,1096.44,122.112,48,38.4,48,43.2,43.368,1
1700,2,3,1,49,2,2,2,2,2,2,504.576,522.96,507.408,570.528,598.32,617.016,33.6,0,72,40.8,32.16,26.4,1
5500,2,2,1,51,0,0,0,0,0,0,1243.248,1294.944,1367.232,1394.376,1423.632,1452.096,72,94.104,49.896,51.72,52.176,53.4,1
500,1,3,1,23,-1,-1,0,0,0,0,88.2,463.584,476.256,476.256,489.312,469.296,463.584,30.264,15.624,19.272,17.928,3.72,1
7000,2,1,1,30,-1,-1,-1,-1,-1,-1,31.488,31.488,31.464,35.664,35.712,39.6,31.632,31.608,35.832,35.88,39.768,846.408,1
3600,2,2,1,42,-1,-1,-1,-1,-1,-1,78.24,54.48,141.288,94.44,94.44,94.44,54.48,141.288,94.44,94.44,94.44,94.44,1
500,1,3,2,22,0,0,0,-2,-2,-2,470.976,407.328,0,0,0,0,24,0,0,0,0,0,1
2200,2,2,1,23,0,0,0,0,0,0,306.48,341.784,357.48,604.68,570.456,54.456,60,28.8,252,168,24,0,1
1200,2,2,2,22,0,0,0,0,0,0,1220.016,1218.48,1205.16,705.264,708.648,723,52.8,36.408,24,36,48.12,31.32,1
700,1,2,2,54,0,0,0,0,0,0,630.672,594.408,660.792,633.6,614.88,9.36,40.8,81.6,60.672,0,9.36,18.72,1
1200,1,2,2,27,2,2,0,0,0,0,573.624,318.288,207.432,177.168,47.4,1212.336,99.504,28.8,0,0,1195.2,0,1
2900,1,2,1,57,0,0,0,0,0,0,2849.016,2893.92,2848.416,2125.368,2186.976,2114.256,120,120.168,96,96.072,96.072,96,1
2400,2,3,1,50,2,2,2,-1,0,0,2652.888,2393.616,2399.352,1704.192,1601.64,1646.904,0,72,2472,60,72,72,1
4100,1,1,1,39,2,2,2,2,4,3,1783.152,1921.752,1967.016,2159.784,2112.432,2071.176,168,91.2,240,0,0,74.4,1
8400,2,1,1,52,2,2,7,7,7,7,57.6,57.6,57.6,57.6,57.6,57.6,0,0,0,0,0,0,1
4800,2,1,2,29,0,0,-1,0,0,-2,1582.44,613.776,689.448,459.936,0,0,24.264,749.016,9.192,0,0,0,1
9100,1,2,1,50,0,0,0,0,0,0,9255.888,7075.824,5280.528,3702.792,846.48,7974.48,288.48,216.216,146.616,72,7968,288,1
3600,2,3,1,43,-1,-1,2,0,-1,-1,6.336,22.752,15.168,7.584,7.584,33.936,24,0,0,7.584,33.936,0,1
2900,1,2,2,37,-1,2,0,0,0,2,389.784,400.32,424.68,429.624,470.592,459.432,24,38.4,19.2,48,0,38.4,1
500,1,1,2,26,-1,-1,-1,-1,-1,-1,9.984,9.984,9.984,9.984,9.984,23.568,9.984,9.984,9.984,9.984,23.568,0,1
500,2,3,1,48,1,2,2,3,2,2,350.136,401.832,420.528,409.32,249.6,0,64.8,33.6,0,0,0,0,1
6000,2,2,2,36,0,-1,-1,0,0,0,149.28,653.208,147.576,628.848,165.744,92.52,653.4,147.816,620.304,0,92.52,93.024,1
1900,2,1,2,29,0,0,0,0,0,0,406.464,431.112,455.424,471.84,488.232,504.072,31.272,31.584,24,24,24,22.392,1
1700,1,2,1,37,-1,2,0,0,-1,-1,247.752,159.816,161.76,85.416,170.064,167.496,0,85.416,4.536,170.064,80.88,0,1
200,2,3,2,22,0,0,2,0,0,0,240.288,234.816,227.352,214.728,219.24,206.712,58.848,0.168,7.392,7.68,7.872,24,1
3400,1,2,2,26,2,0,0,0,0,0,3205.728,3248.808,2718.528,2776.44,2836.104,2893.2,148.056,108,102.888,108,108,228,1
3800,1,2,1,31,3,2,0,0,0,0,631.08,649.776,679.536,704.184,760.56,815.832,36,48,36,72,72,36,1
3400,1,2,1,48,-1,-1,2,0,0,-2,38.4,120.288,113.736,113.736,0,0,120.288,0,0,0,0,66.48,1
3800,2,2,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7200,2,3,2,29,-2,-2,-2,-2,-2,-2,-3.36,674.208,85.728,4.68,5.016,23.76,677.568,86.136,4.68,5.04,23.856,0,1
1700,2,2,2,26,2,2,2,3,2,2,1021.992,1046.4,1141.2,1115.688,1135.152,1113.216,48,120,0,40.8,0,88.8,1
1200,2,3,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
1200,2,1,2,22,-1,-1,-1,-1,-1,-1,14.064,7.128,88.176,33.408,74.04,82.8,7.128,88.2,33.408,74.064,83.808,89.304,1
4800,1,1,1,38,-1,-1,-1,-1,-1,-1,148.464,17.64,35.112,373.2,121.08,161.016,17.64,35.112,373.2,121.08,161.016,72.504,1
200,2,2,2,49,1,2,0,0,0,0,196.416,120.264,137.472,102.12,66.768,31.416,0,24,0,0,0,0,1
6700,2,1,1,39,-1,0,-1,-1,-1,-1,186.984,140.424,10.32,48.984,18.6,13.92,24,10.32,48.984,18.6,13.92,24.696,1
500,2,2,1,22,2,2,2,0,0,0,401.424,459.432,441.384,445.488,283.152,0,72,0,8.904,29.664,0,0,1
6200,2,2,1,37,2,2,2,0,0,0,5873.712,6032.424,5878.776,5958.552,2858.976,3182.856,288,0,264,103.704,480,0.648,1
1200,1,3,2,22,0,0,0,0,0,0,1024.272,917.736,544.584,211.368,171.432,167.208,36,26.4,24,12,12,24,1
1400,1,2,1,37,3,4,3,2,2,2,729.144,719.664,701.04,713.496,732.12,773.568,8.784,0,31.2,33.6,57.6,55.2,1
4300,2,2,2,24,1,2,2,2,2,2,2605.92,2529.672,2689.752,2672.28,2361.696,2459.04,0,205.536,96,0,177.936,0,1
1700,2,2,1,44,0,0,0,0,0,0,101.304,159.408,200.664,244.992,264.912,284.352,60,48,48,24,24,24,1
7200,2,1,1,45,-1,-1,-1,0,0,-1,158.592,240.216,538.944,529.344,336.48,29.52,240.408,538.944,0,0,29.52,0,1
5300,2,2,2,25,0,0,0,0,0,0,3960.96,4019.64,3555.192,2958.384,3017.664,3080.208,163.416,168.912,120,108,120,107.352,1
5000,2,1,1,37,2,2,2,2,2,2,1826.136,1871.64,1898.496,1929.576,1955.088,2000.784,88.8,72,76.8,60,81.6,103.2,1
1700,2,2,1,42,2,2,2,2,2,2,1221.264,1247.4,1260.648,1285.44,1311.672,1339.128,52.8,48,60,50.4,52.8,50.4,1
5500,1,2,2,32,2,2,2,2,2,2,4549.608,4536.552,4500.504,4384.104,4195.056,4371.84,216,151.2,148.8,12,300,0,1
2400,1,1,2,31,2,2,2,2,2,2,810.048,790.272,853.728,832.8,886.608,868.704,0,76.8,0,67.2,0,36.264,1
1900,2,1,2,29,0,0,0,2,0,0,1952.088,1926.96,1973.16,1930.128,1878.816,1854.48,68.208,489.888,0,72,72,72,1
2400,1,3,1,44,-1,-1,-1,-1,-1,-1,18.72,0,9.36,9.36,9.36,9.36,0,9.36,9.36,9.36,9.36,9.36,1
1000,1,1,2,24,1,2,0,0,0,3,694.224,676.368,693.888,707.88,792.264,772.656,0,36,25.536,96,0,0,1
5000,2,1,1,37,1,-1,-1,-1,-1,-1,0,17.568,20.952,3.552,3.096,7.008,17.568,20.952,3.552,3.096,7.008,0,1
1400,2,3,1,50,0,0,0,0,0,0,1478.4,1486.848,1455.864,698.28,423.264,753.744,79.2,48,21.6,21.336,516,86.4,1
7000,2,1,2,33,-1,-1,-1,-1,-1,-1,9.912,11.664,19.68,1.44,42.552,93.696,11.664,19.68,1.44,42.552,93.696,0,1
12000,1,2,1,42,1,-1,2,2,0,0,-23.616,84.384,46.176,46.176,214.176,161.496,108,0,0,168,0.864,12.768,1
2200,2,3,2,24,-1,-1,-1,-1,-1,-2,14.28,4.968,436.536,13.368,0,0,4.968,438.744,13.368,0,0,0,1
1200,2,2,1,37,2,2,3,3,3,3,25.2,25.2,25.2,25.2,25.2,25.2,0,0,0,0,0,0,1
3400,2,1,2,23,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3800,2,3,2,29,1,-2,-2,-2,-2,-2,0,0,99.6,49.56,0,12,0,99.6,49.56,0,12,0,1
500,1,2,2,21,0,0,2,0,0,-2,462.648,503.928,484.8,480,0,0,120,0,0,0,0,0,1
2600,2,3,2,29,0,0,0,0,0,0,2424.144,2507.376,2551.968,2565.744,2614.848,2650.656,127.2,127.2,96,98.4,111.144,105.696,1
5000,2,1,2,30,1,-2,-2,-2,-1,-1,0,0,0,0,1188.6,0,0,0,0,1188.6,0,0,1
500,2,2,3,44,2,2,7,7,7,6,57.6,57.6,57.6,57.6,57.6,43.2,0,0,0,0,0,0,1
1200,1,1,2,28,3,2,2,0,0,0,1195.872,1211.208,1175.136,1186.728,1057.608,1074.24,50.904,0,48,48,48,48,1
1200,2,1,2,29,0,0,2,2,2,2,252.768,315.48,303.288,334.128,325.344,348.672,67.2,0,36,0,28.8,0,1
8600,2,2,2,35,2,2,2,0,0,0,8640.552,8717.736,8405.136,7679.04,6262.656,4864.464,352.632,0.72,295.248,240.096,180.144,473.304,1
4300,2,1,1,27,2,2,2,2,2,0,1945.056,1881.672,1393.992,1397.856,1344.984,1219.584,62.4,0,112.8,0,60,26.208,1
5000,2,3,2,33,1,-2,-1,-1,-1,-1,0,0,74.496,97.344,13.56,23.04,0,74.496,97.344,13.56,23.04,46.992,1
4600,1,3,1,49,2,2,2,2,2,2,4280.808,4297.488,4263.912,4327.488,4461.84,4605.48,120,72,170.4,208.8,223.2,228,1
700,2,1,2,27,2,2,2,2,2,2,676.968,702.264,683.928,716.688,1035.552,734.472,43.2,0,51.6,21.6,90.624,0,1
2200,2,2,1,25,0,0,0,0,0,0,2100.6,2137.248,2059.368,1636.464,1656.264,1688.184,100.8,72,72,72,62.4,72,1
3100,2,2,2,25,-1,-1,-1,-1,-1,-1,24.744,37.992,18.624,18.624,18.624,18.624,37.992,24,18.624,18.624,18.624,292.416,1
500,1,2,2,22,1,2,0,0,0,0,197.328,190.752,214.992,226.944,243.6,257.448,0,31.2,19.2,24,21.6,51.12,1
8600,2,2,2,34,1,-2,-2,-1,-1,-2,0,0,0,16.8,0,0,0,0,16.8,0,0,0,1
5800,2,2,1,44,-1,-1,-1,-1,-1,-1,79.512,178.992,55.896,102.408,57.696,101.832,178.992,56.04,102.408,57.696,101.832,70.848,1
12000,2,1,2,42,-1,-1,-1,2,-1,-1,730.536,44.256,20.256,14.736,69.288,92.4,44.256,24,0,72,96,144,1
4100,1,2,1,48,0,0,0,0,0,0,2242.08,2310.816,2335.728,2386.056,2438.16,2680.296,104.904,84.792,89.184,94.416,288.72,0,1
8200,1,1,1,52,-2,-2,-2,-2,-2,-2,739.968,807.648,844.608,720,258.384,813.288,808.08,845.088,720,258.384,813.72,724.8,1
1200,2,3,1,31,1,2,2,2,2,2,914.448,960.6,961.704,981.744,1010.4,990.456,67.92,24,43.2,48,0,40.896,1
5800,2,3,1,38,0,0,2,0,0,0,2571.552,2721.504,2642.016,2694.528,2754.696,2806.08,228,0,96.456,103.608,100.896,103.536,1
7200,2,1,1,30,0,0,0,0,0,0,2249.712,2031.264,2122.704,1829.856,1625.928,1689.336,72,120,60,60,84,2088,1
700,2,2,2,23,-1,0,0,0,0,-1,77.424,134.184,167.808,489.888,346.248,122.856,86.304,71.808,396,0,122.856,0,1
1200,1,1,2,24,0,0,0,0,0,0,1217.184,1214.544,798.36,703.2,496.872,722.424,72.696,48,24.504,24.096,240,60,1
1200,1,1,2,33,0,0,0,0,0,0,1148.472,1187.376,1147.728,206.04,211.128,216.024,57.888,36,12,12,12,11.76,1
3800,1,1,1,51,2,3,2,0,0,0,1901.856,1858.584,1814.352,1974.648,2038.92,2101.176,0,0,192,96,96,96,1
6500,2,1,1,37,-1,-1,-1,-1,-1,-1,6.336,6.336,28.584,88.584,82.68,1350.336,6.336,28.584,88.584,82.68,1350.336,22.872,1
3100,2,1,1,35,-1,-1,-1,-1,-1,-1,152.352,7.704,7.704,0,7.704,0,7.704,7.704,0,7.704,0,0,1
7700,1,1,1,35,1,-2,-2,-2,-2,-2,6.984,62.256,64.584,6.984,6.984,6.984,62.256,64.584,6.984,6.984,6.984,74.976,1
500,1,2,3,35,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
2200,2,2,2,33,0,0,-1,-1,0,0,1527.024,42.912,47.712,1343.28,1430.688,966.744,24,48,1464,120,43.2,28.8,1
500,1,3,1,63,2,2,2,2,2,0,386.328,406.824,410.16,411.072,401.4,414.312,33.6,16.8,14.4,0,19.2,18.528,1
1200,2,2,1,47,0,0,0,0,0,0,1070.976,1083.072,92.088,93.912,99.504,101.4,56.52,25.536,3.36,7.104,7.104,7.224,1
1700,2,1,2,34,1,3,2,0,0,0,1703.304,1710.528,1665.72,817.08,839.88,864.6,48,0,29.28,36,41.4,0,1
500,1,2,2,44,0,0,0,0,0,0,423.264,430.728,429.936,440.568,459.72,244.8,33,26.928,13.56,24,4.896,0,1
1200,1,3,1,72,2,0,0,0,2,2,850.008,874.872,891.984,953.04,972.456,991.776,45.792,38.904,75.96,38.4,38.88,0,1
1200,1,2,1,48,0,0,0,0,0,0,982.344,981.408,998.688,451.8,432.456,434.976,45.12,39.6,240,24,16.8,14.4,1
1200,2,1,2,27,1,2,2,2,2,2,883.056,862.128,943.656,921.288,1026.336,1006.224,0,96,0,120,0,120,1
7200,1,1,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3600,2,1,2,29,0,0,2,0,0,0,2611.608,2007.696,1913.112,1547.232,1595.712,1395.144,180,0,96,96,96,84,1
700,2,2,1,39,-1,-1,-1,-1,-1,-1,5.352,5.352,5.352,5.352,5.352,16.2,5.352,5.352,5.352,5.352,16.2,251.352,1
12000,2,1,2,36,-2,-2,-2,-2,-2,-2,-7.488,-59.496,59.496,59.496,18.312,6.912,0,118.992,0,18.312,0,347.328,1
4800,1,2,1,42,1,2,0,0,2,2,916.488,859.848,460.992,480.552,469.728,471.648,1.056,31.272,36.528,0,26.376,32.136,1
1200,1,2,2,49,0,0,0,0,0,0,2165.544,2175.528,2215.416,2253.12,2386.032,2433.408,68.448,66.816,62.472,240,75.936,68.832,1
5300,2,2,2,31,-1,-1,-2,-1,-1,-2,929.904,0,0,2656.776,0,0,0,0,2656.776,0,0,0,1
1200,1,3,1,46,-1,2,2,-2,-2,-2,323.352,307.2,0,0,0,0,0,0,0,0,0,0,1
1900,2,2,2,25,0,0,0,0,0,0,1944.072,2061.456,2089.464,2136.192,2244.552,1926.912,197.112,83.784,84.192,468.552,78.912,37.68,1
500,1,2,1,35,1,2,2,0,0,0,474.12,471.864,480.432,490.248,465.048,465.264,24,24,24,36,21.6,24,1
3600,2,1,2,30,0,0,2,0,0,2,1075.08,1048.8,469.032,831.552,581.784,464.136,240,0.48,720,475.2,0,120,1
500,1,3,2,32,0,0,2,2,2,0,88.248,144.048,138.192,302.856,294.576,361.176,57.6,0,168,0,72,96,1
2400,2,1,2,30,0,0,0,0,2,0,681.192,789.672,1014.792,1236.936,1213.992,1262.112,120,240,240,0,68.304,46.464,1
4300,1,3,1,33,2,2,0,0,0,2,3839.976,3744.912,3838.176,3906.6,4193.256,4287.624,0,192,168,360,168,0,1
4100,1,1,2,37,-1,-1,-1,-1,-1,-1,104.016,32.232,25.872,33.408,38.544,238.92,32.232,25.872,33.408,38.544,238.92,105.168,1
1200,2,3,1,40,2,2,0,0,0,0,1179.768,1151.76,922.224,187.584,188.616,191.496,0,49.2,12,12,9.6,9.6,1
2200,1,2,1,44,2,0,0,0,0,0,2157,2216.112,2100.264,1147.104,1159.344,1177.296,96,100.8,40.8,43.2,49.992,43.848,1
1400,2,2,1,42,2,2,0,0,0,0,1382.352,1219.704,471.312,454.056,404.472,712.368,0,48,48,24,480,240,1
3600,2,1,1,31,-2,-2,-2,-2,-2,-2,71.448,33.792,0,0,0,0,33.792,0,0,0,0,105.6,1
6000,2,2,2,33,0,0,0,0,0,0,6125.352,1129.68,1155.12,1191,1236,0,38.4,39.6,50.4,72,0,2275.8,1
1900,2,2,2,29,2,0,0,0,0,0,1857.984,1812,1663.512,1631.328,1603.2,1648.632,63.864,60.216,60,72,72,72,1
500,2,2,2,23,0,0,0,0,0,0,414.168,418.008,347.088,354,365.16,389.016,29.52,29.736,12.648,16.848,33.6,0,1
3400,1,1,1,54,0,0,0,0,0,0,3345.744,3367.08,3216,1785.312,2221.32,2087.832,133.08,100.8,74.52,2074.008,94.464,1161.36,1
200,1,2,2,38,2,2,3,3,3,3,25.2,25.2,25.2,25.2,25.2,25.2,0,0,0,0,0,0,1
700,2,1,2,27,0,0,0,0,0,0,562.728,589.512,615.6,629.328,643.2,661.296,36,36,24,24,28.8,102.504,1
500,2,1,2,24,2,2,2,0,0,0,190.056,207.288,224.136,240.696,254.76,270.84,24,24,24,21.6,24,12,1
1200,2,2,1,46,-1,-1,-1,-1,-1,-1,13.656,34.464,77.28,158.208,122.04,25.2,34.56,77.376,158.904,129.504,25.2,0,1
1200,1,2,2,25,2,2,0,0,0,2,172.32,166.128,188.376,192.432,213.216,206.232,0,28.8,7.2,24,0,24,1
1900,2,2,1,37,2,2,2,2,2,2,365.616,405.432,428.016,414,443.28,432.552,52.8,36,0,36,0,38.4,1
1000,1,3,1,43,0,0,0,0,0,0,986.256,877.296,901.632,919.536,939.384,965.544,38.664,39,32.904,34.656,42.36,30.792,1
5300,1,2,1,60,-1,-1,-1,-1,-1,-1,47.856,38.352,166.656,171.864,36.816,269.952,38.544,167.472,172.704,36.984,271.296,11.592,1
1000,2,2,1,25,0,0,2,2,2,2,518.16,583.824,567.408,622.464,609.216,645.72,81.6,0,72,0,50.4,0,1
2900,2,3,2,37,-1,-1,-1,-1,-1,-1,18.624,38.784,18.624,18.624,18.624,18.624,38.784,18.624,18.624,18.624,18.624,18.624,1
3800,2,2,1,35,-1,-1,-1,-1,-1,-1,18.624,28.128,9.12,18.624,28.128,9.12,28.128,9.12,18.624,28.128,9.12,18.624,1
10800,1,1,2,31,-1,-1,-1,-1,-1,-1,248.4,87.096,78.504,150.504,51.24,61.104,87.096,78.504,150.504,51.24,61.104,117.048,1
2400,1,2,2,39,0,0,0,0,0,0,2925.48,2575.56,2765.136,2007.576,1439.832,1507.512,108,240,264,72,96,72,1
2900,1,1,1,54,-1,-1,-1,-1,0,-1,9.36,9.36,9.36,45.072,9.36,22.32,9.36,9.36,45.072,0,22.32,0,1
6200,2,2,1,35,0,0,0,0,0,0,10208.376,10460.952,10683.096,10851.888,6192.24,5322.72,344.328,360,297.744,222.696,145.872,0,1
500,1,3,1,38,0,0,-1,-1,-1,-1,475.32,477.6,9.36,9.36,0,18.72,24,9.36,9.36,0,18.72,0,1
1200,2,2,2,37,1,2,2,2,2,2,336.192,323.832,414.216,400.416,432.408,421.944,0,96,0,38.4,0,72,1
7000,2,2,1,40,0,0,0,0,0,0,6589.392,6165.84,5509.584,3571.488,1275.768,1151.952,256.8,264.336,139.2,43.68,48,48,1
3800,2,3,1,51,2,2,2,2,2,2,3409.536,3477.6,3516.816,3550.92,3491.712,3720.984,158.4,132,127.44,0,288,0,1
4800,2,1,2,39,-2,-2,-2,-2,-1,-1,0,0,0,0,55.92,0,0,0,0,55.92,0,0,1
500,1,1,2,41,-2,-2,0,0,0,0,451.272,441.024,464.208,457.944,475.176,449.232,867.528,30.744,15.792,24,24,18.24,1
4300,2,3,1,39,2,0,0,-2,-2,-2,4139.712,1729.2,0,0,0,0,82.8,0,0,0,0,0,1
